Station,Lat,Lon,Divisions,Year,Thefts
Athea,52.4599,-9.2875,Limerick,2008,8
Athenry,53.2997,-8.7497,Galway,2008,55
Athleague,53.5687,-8.2524,Roscommon/Longford,2008,10
Athlone,53.4233,-7.9447,Westmeath,2008,463
Athy,52.9902,-6.9882,Kildare,2008,221
Aughrim,52.856,-6.3268,Wicklow,2008,25
Avoca,52.8588,-6.2129,Wicklow,2008,17
Baile Atha Bui,53.6236,-6.9159,Meath,2008,72
Baile an Fheirtéaraigh,52.1659,-10.4062,Kerry,2008,3
Baile Bhuirne,51.9458,-9.1692,Cork West,2008,7
Bailieboro,53.9152,-6.9696,Cavan/Monaghan,2008,47
Balbriggan,53.6143,-6.1912,D.M.R. Northern,2008,365
Balla,53.8019,-9.1299,Mayo,2008,14
Ballaghderreen,53.8999,-8.5846,Roscommon/Longford,2008,47
Ballina,54.1129,-9.1604,Mayo,2008,217
Ballinagh,53.9311,-7.4096,Cavan/Monaghan,2008,22
Ballinamore,54.0546,-7.797000000000001,Sligo/Leitrim,2008,16
Ballinasloe,53.3284,-8.2236,Galway,2008,158
Ballincollig,51.8882,-8.5903,Cork City,2008,212
Ballindine,53.6696,-8.9577,Mayo,2008,14
Ballineen,51.7359,-8.9489,Cork West,2008,8
Ballingarry,52.4721,-8.8628,Limerick,2008,14
Ballingarry North,53.0184,-8.0305,Tipperary,2008,2
Ballingarry South,52.586000000000006,-7.541,Tipperary,2008,12
Ballinhassig,51.8041,-8.5705,Cork West,2008,20
Ballinlough,53.7408,-8.6358,Roscommon/Longford,2008,11
Ballinrobe,53.6246,-9.2262,Mayo,2008,37
Ballintra,54.5778,-8.1254,Donegal,2008,17
Ballivor,53.5327,-6.9672,Meath,2008,22
Ballon,52.7432,-6.7722,Kilkenny/Carlow,2008,24
Ballybay,54.1289,-6.9048,Cavan/Monaghan,2008,43
Ballybofey,54.7996,-7.781000000000001,Donegal,2008,77
Ballybunion,52.5113,-9.6702,Kerry,2008,33
Ballyconnell,54.119,-7.5802,Cavan/Monaghan,2008,20
Ballycotton,51.8303,-8.0131,Cork North,2008,12
Ballycroy,54.0258,-9.8259,Mayo,2008,2
Ballycullane,52.2789,-6.8392,Wexford,2008,9
Ballydehob,51.5591,-9.4608,Cork West,2008,7
Ballydesmond,52.1782,-9.231,Cork West,2008,15
Ballyduff,52.4559,-9.6631,Kerry,2008,14
Ballyfermot,53.3448,-6.358,D.M.R. Western,2008,506
Ballygar,53.5219,-8.3284,Galway,2008,10
Ballyhale,52.4683,-7.2015,Kilkenny/Carlow,2008,23
Ballyhaunis,53.763999999999996,-8.7674,Mayo,2008,27
Ballyheigue,52.3892,-9.8275,Kerry,2008,4
Ballyjamesduff,53.8631,-7.2088,Cavan/Monaghan,2008,31
Ballylanders,52.3707,-8.3455,Limerick,2008,11
Ballylinan,52.943000000000005,-7.0432,Laois/Offaly,2008,24
Ballymacarberry,52.2672,-7.7177,Waterford,2008,15
Ballymahon,53.5613,-7.7608,Roscommon/Longford,2008,33
Ballymore,53.4911,-7.6817,Westmeath,2008,9
Ballymote,54.0874,-8.5152,Sligo/Leitrim,2008,23
Ballymun,53.3945,-6.2637,D.M.R. Northern,2008,568
Ballynacargy,53.5863,-7.5349,Westmeath,2008,18
Ballyneety,52.5973,-8.5489,Limerick,2008,24
Ballynoe,52.0602,-8.0993,Cork North,2008,12
Ballyporeen,52.2702,-8.0977,Tipperary,2008,2
Ballyshannon,54.4987,-8.2048,Donegal,2008,29
Ballyvaughan,53.1162,-9.1471,Clare,2008,19
Baltimore,51.4835,-9.3723,Cork West,2008,7
Baltinglass,52.93899999999999,-6.7098,Wicklow,2008,92
Banagher,53.1905,-7.9859,Laois/Offaly,2008,23
Bandon,51.7451,-8.7399,Cork West,2008,103
Bangor Erris,54.144,-9.7471,Mayo,2008,6
Bansha,52.4493,-8.0656,Tipperary,2008,6
Bantry,51.6803,-9.4552,Cork West,2008,61
Barnaderg,53.4805,-8.7225,Galway,2008,18
Barraduff,52.0598,-9.3409,Kerry,2008,2
Beal an Mhuirthead,54.2217,-9.9856,Mayo,2008,22
Beal Atha an Ghaorthaidh,51.8519,-9.229,Cork West,2008,7
Belturbet,54.1012,-7.4426,Cavan/Monaghan,2008,42
Bennettsbridge,52.5903,-7.1832,Kilkenny/Carlow,2008,15
Birr,53.096000000000004,-7.9115,Laois/Offaly,2008,110
Bishopstown,51.8807,-8.5146,Cork City,2008,434
Blacklion,54.2915,-7.8762,Cavan/Monaghan,2008,11
Blackrock Co Cork,51.8943,-8.4045,Cork North,2008,294
Blackrock Co Dublin,53.2998,-6.1775,D.M.R. Southern,2008,392
Blackrock Co Louth,53.9638,-6.3682,Louth,2008,93
Blackwater,52.4454,-6.3488,Wexford,2008,46
Blanchardstown,53.3899,-6.381,D.M.R. Western,2008,2343
Blarney,51.931999999999995,-8.5677,Cork City,2008,168
Blessington,53.1703,-6.5337,Wicklow,2008,182
Boherbue,52.159,-9.0698,Cork West,2008,16
Bonniconlon,54.1096,-9.029,Mayo,2008,7
Borris,52.6018,-6.9293,Kilkenny/Carlow,2008,30
Borris-In-Ossory,52.9393,-7.6288,Laois/Offaly,2008,29
Borrisokane,52.9971,-8.127,Tipperary,2008,25
Borrisoleigh,52.7515,-7.9554,Tipperary,2008,16
Bothar Na Tra,53.2588,-9.0797,Galway,2008,208
Boyle,53.9734,-8.3004,Roscommon/Longford,2008,76
Bray,53.1987,-6.1006,Wicklow,2008,617
Bridewell Cork,51.9005,-8.477,Cork City,2008,381
Bridewell Dublin,53.3471,-6.2741,D.M.R. North Central,2008,917
Bruff,52.4773,-8.547,Limerick,2008,31
Bruree,52.4232,-8.6503,Limerick,2008,11
Bunclody,52.6568,-6.6625,Wexford,2008,63
Buncrana,55.1313,-7.4507,Donegal,2008,66
Bundoran,54.4766,-8.2793,Donegal,2008,31
Burnfoot,55.0547,-7.4016,Donegal,2008,54
Buttevant,52.2293,-8.6713,Cork North,2008,16
Cabinteely,53.2608,-6.1507,D.M.R. Eastern,2008,360
Cabra,53.365,-6.3076,D.M.R. Western,2008,490
Caherciveen,51.946999999999996,-10.2198,Kerry,2008,30
Caherconlish,52.5938,-8.4695,Limerick,2008,31
Cahir,52.376000000000005,-7.9203,Tipperary,2008,75
Callan,52.5424,-7.391,Kilkenny/Carlow,2008,34
Campile,52.2878,-6.9396,Wexford,2008,10
Cappamore,52.6147,-8.3385,Limerick,2008,33
Cappawhite,52.5832,-8.1648,Tipperary,2008,28
Cappoquin,52.1459,-7.8457,Waterford,2008,19
Carbury,53.3385,-6.9367,Kildare,2008,33
Carlingford,54.0412,-6.1872,Louth,2008,57
Carlow,52.8405,-6.9293,Kilkenny/Carlow,2008,641
Carna,53.3236,-9.8241,Galway,2008,11
Carndonagh,55.2535,-7.2595,Donegal,2008,27
Carnew,52.7105,-6.4918,Wicklow,2008,29
Carraig Airt,55.1751,-7.7985,Donegal,2008,12
Carrickbyrne,52.3624,-6.7597,Wexford,2008,12
Carrickmacross,53.9761,-6.7188,Cavan/Monaghan,2008,140
Carrick-on-Bannow,52.2381,-6.734,Wexford,2008,16
Carrick-On-Shannon,53.9443,-8.0902,Sligo/Leitrim,2008,149
Carrick-On-Suir,52.3482,-7.4099,Tipperary,2008,91
Carrigaline,51.8148,-8.3915,Cork City,2008,148
Carrigallen,53.9756,-7.6467,Sligo/Leitrim,2008,4
Carrigans,54.9512,-7.4268,Donegal,2008,25
Carrigtwohill,51.9095,-8.2618,Cork North,2008,37
Cashel,52.5163,-7.8903,Tipperary,2008,52
Castlebar,53.8534,-9.2976,Mayo,2008,287
Castlebellingham,53.8993,-6.3899,Louth,2008,72
Castleblayney,54.1179,-6.735,Cavan/Monaghan,2008,115
Castlebridge,52.3847,-6.4526,Wexford,2008,22
Castlecomer,52.7993,-7.2095,Kilkenny/Carlow,2008,56
Castleconnell,52.7134,-8.4985,Limerick,2008,96
Castledermot,52.9092,-6.8492,Kildare,2008,43
Castlefin,54.8027,-7.5952,Donegal,2008,25
Castlegregory,52.2542,-10.0206,Kerry,2008,13
Castleisland,52.2304,-9.4628,Kerry,2008,40
Castlemaine,52.1702,-9.7006,Kerry,2008,5
Castlepollard,53.6785,-7.2966,Westmeath,2008,45
Castlerea,53.7666,-8.4841,Roscommon/Longford,2008,51
Castletownbere,51.6495,-9.9147,Cork West,2008,20
Castletownroche,52.1707,-8.468,Cork North,2008,11
Cavan,53.9933,-7.3609,Cavan/Monaghan,2008,263
Celbridge,53.343999999999994,-6.5417,Kildare,2008,291
Charlestown,53.9627,-8.7935,Mayo,2008,48
Charleville,52.3561,-8.6826,Cork North,2008,86
Cill Ronain,53.1213,-9.6678,Galway,2008,8
Clane,53.2937,-6.6859,Kildare,2008,179
Clara,53.3454,-7.6141,Laois/Offaly,2008,27
Claremorris,53.7236,-8.9851,Mayo,2008,100
Clifden,53.4882,-10.0092,Galway,2008,31
Cloch na Ron,53.3936,-9.9211,Galway,2008,2
Cloghan,53.2248,-7.8775,Laois/Offaly,2008,20
Clogheen,52.2769,-7.9953,Tipperary,2008,8
Clogher,54.8368,-8.4275,Donegal,2008,5
Clogherhead,53.7904,-6.2427,Louth,2008,58
Clonakilty,51.6249,-8.8889,Cork West,2008,55
Clonark,53.3684,-8.0347,Roscommon/Longford,2008,19
Clonaslee,53.1486,-7.526,Laois/Offaly,2008,1
Clonbologue,53.2591,-7.0858,Laois/Offaly,2008,16
Clondalkin,53.3231,-6.395,D.M.R. Western,2008,888
Clones,54.1775,-7.2282,Cavan/Monaghan,2008,25
Clonmany,55.263000000000005,-7.4128,Donegal,2008,9
Clonmel,52.3541,-7.6999,Tipperary,2008,324
Clonroche,52.4504,-6.7159,Wexford,2008,26
Clontarf,53.3635,-6.2201,D.M.R. Northern,2008,656
Cloughjordan,52.942,-8.0397,Tipperary,2008,8
Cloyne,51.8628,-8.1235,Cork North,2008,21
Coachford,51.9091,-8.7911,Cork West,2008,6
Cobh,51.8482,-8.3036,Cork North,2008,111
Collon,53.7779,-6.4849,Louth,2008,38
Collooney,54.1855,-8.4879,Sligo/Leitrim,2008,30
Cong,53.5415,-9.2865,Mayo,2008,11
Convoy,54.8593,-7.669,Donegal,2008,31
Coolaney,54.1724,-8.6034,Sligo/Leitrim,2008,13
Coolock,53.3903,-6.2011,D.M.R. Northern,2008,888
